3Alpha_Code,Name_En,Scientific_Name,Family,Order,Major_Group,ISSCAAP_Group,CPC_Class,CPC_Group
ECH,Echinoderms,Echinodermata,,ECHINODERMATA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
STH,Red starfish,Asterias rubens,ASTERIIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
DBT,Cat's-foot star,Cosmasterias dyscrita,ASTERIIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
RXQ,Cross-fish,Sclerasterias mollis,ASTERIIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
AVG,,Anseropoda placenta,ASTERINIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
TZM,,Tremaster mirabilis,ASTERINIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
AVC,,Astropecten irregularis,ASTROPECTINIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
DMG,Magnificent sea-star,Dipsacaster magnificus,ASTROPECTINIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
QAP,Abyssal star,Plutonaster knoxi,ASTROPECTINIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
QAQ,Geometric star,Psilaster acuminatus,ASTROPECTINIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
BWJ,,Bathybiaster loripes,ASTROPECTINIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
JVY,,Leptychaster kerguelenensis,ASTROPECTINIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
BHV,Five-spined star,Benthopecten pikei,BENTHOPECTINIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
HZA,,Cheiraster hirsutus,BENTHOPECTINIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
BHZ,Armless stars,Brisingidae,BRISINGIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
DBQ,Pentagon star,Ceramaster patagonicus,GONIASTERIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
HVZ,Trojan star,Hippasteria phrygiana,GONIASTERIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
HFY,,Hippasteria falklandica,GONIASTERIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
KZV,Rock star,Lithosoma novaezelandiae,GONIASTERIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
QWV,Sladen's star,Mediaster sladeni,GONIASTERIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
QBU,Pentagonal tooth-star,Odontaster benhami,ODONTASTERIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
QBT,,Odontaster meridionalis,ODONTASTERIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
AZL,,Acodontaster elongatus,ODONTASTERIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
DDM,Sun-star,Crossaster multispinus,SOLASTERIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
TWI,Chubby sun-star,Solaster torulatus,SOLASTERIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
REW,,Solaster regularis,SOLASTERIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
DBD,,Cuenotaster involutus,SOLASTERIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
ZOR,Rat-tail stars nei,Zoroaster spp,ZOROASTERIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
KZU,,Labidiaster annulatus,LABIDIASTERIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
HBQ,,Henricia obesa,ECHINASTERIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
RFH,,Rhopiella hirsuta,ECHINASTERIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
VER,,Cycethra verrucosa,GANERIIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
QDB,,Porania antarctica,PORANIIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
RVE,,Pteraster rugatus,PTERASTERIDAE,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
STF,Starfishes nei,Asteroidea,,ASTEROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
OIZ,,Ophioderma longicauda,OPHIODERMATIDAE,OPHIUROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
OZL,,Ophioderma brevispinum,OPHIODERMATIDAE,OPHIUROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
BEV,Deepsea brittle star,Bathypectinura heros,OPHIODERMATIDAE,OPHIUROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
AWC,Waite’s snake-star,Astrothorax waitei,GORGONOCEPHALIDAE,OPHIUROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
GHJ,,Gorgonocephalus chilensis,GORGONOCEPHALIDAE,OPHIUROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
QCX,Gorgons head basket-stars nei,Gorgonocephalus spp,GORGONOCEPHALIDAE,OPHIUROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
AVV,,Astrotoma agassizii,GORGONOCEPHALIDAE,OPHIUROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
OZB,,Ophiacantha imago,OPHIACANTHIDAE,OPHIUROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
OZC,,Ophiacantha pentactis,OPHIACANTHIDAE,OPHIUROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
OZD,,Ophiacantha vivipara,OPHIACANTHIDAE,OPHIUROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
OJF,,Ophiocten amitinum,OPHIURIDAE,OPHIUROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
OJV,,Ophiomisidium speciosum,OPHIURIDAE,OPHIUROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
OLW,,Ophionotus hexactis,OPHIURIDAE,OPHIUROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
OQW,,Ophiura ambigua,OPHIURIDAE,OPHIUROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
OVW,,Ophioplinthus carinata,OPHIURIDAE,OPHIUROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
AVZ,,Asteronyx loveni,ASTERONYCHIDAE,OPHIUROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
OWP,"Basket, brittle, snake stars",Ophiuroidea,,OPHIUROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
OOY,Brittle and snake stars,Ophiurida,,OPHIUROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
OEQ,Basket stars,Euryalida,,OPHIUROIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.","Other aquatic invertebrates, live, fresh or chilled"
UYI,Japanese sea urchin,Strongylocentrotus intermedius,STRONGYLOCENTROTIDAE,ECHINOIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Sea urchins, live, fresh or chilled","Other aquatic invertebrates, live, fresh or chilled"
UYF,Red sea urchin,Strongylocentrotus franciscanus,STRONGYLOCENTROTIDAE,ECHINOIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Sea urchins, live, fresh or chilled","Other aquatic invertebrates, live, fresh or chilled"
UYD,,Strongylocentrotus droebachiensis,STRONGYLOCENTROTIDAE,ECHINOIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Sea urchins, live, fresh or chilled","Other aquatic invertebrates, live, fresh or chilled"
UYN,,Strongylocentrotus nudus,STRONGYLOCENTROTIDAE,ECHINOIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Sea urchins, live, fresh or chilled","Other aquatic invertebrates, live, fresh or chilled"
URC,Sea urchins nei,Strongylocentrotus spp,STRONGYLOCENTROTIDAE,ECHINOIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Sea urchins, live, fresh or chilled","Other aquatic invertebrates, live, fresh or chilled"
UQO,,Hemicentrotus pulcherrimus,STRONGYLOCENTROTIDAE,ECHINOIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Sea urchins, live, fresh or chilled","Other aquatic invertebrates, live, fresh or chilled"
YGI,Blue-spotted sea urchin,Astropyga radiata,DIADEMATIDAE,ECHINOIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Sea urchins, live, fresh or chilled","Other aquatic invertebrates, live, fresh or chilled"
DDS,Porcupine sea urchin,Diadema setosum,DIADEMATIDAE,ECHINOIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Sea urchins, live, fresh or chilled","Other aquatic invertebrates, live, fresh or chilled"
NXD,Crowned sea urchin,Echinothrix diadema,DIADEMATIDAE,ECHINOIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Sea urchins, live, fresh or chilled","Other aquatic invertebrates, live, fresh or chilled"
NXK,Harpooner sea urchin,Echinothrix calamaris,DIADEMATIDAE,ECHINOIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Sea urchins, live, fresh or chilled","Other aquatic invertebrates, live, fresh or chilled"
KIM,Green sea urchin,Psammechinus microtuberculatus,ECHINIDAE,ECHINOIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Sea urchins, live, fresh or chilled","Other aquatic invertebrates, live, fresh or chilled"
KIT,,Psammechinus miliaris,ECHINIDAE,ECHINOIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Sea urchins, live, fresh or chilled","Other aquatic invertebrates, live, fresh or chilled"
DKZ,Deepsea urchin,Dermechinus horridus,ECHINIDAE,ECHINOIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Sea urchins, live, fresh or chilled","Other aquatic invertebrates, live, fresh or chilled"
URM,Stony sea urchin,Paracentrotus lividus,ECHINIDAE,ECHINOIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Sea urchins, live, fresh or chilled","Other aquatic invertebrates, live, fresh or chilled"
URS,European edible sea urchin,Echinus esculentus,ECHINIDAE,ECHINOIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Sea urchins, live, fresh or chilled","Other aquatic invertebrates, live, fresh or chilled"
USD,,Echinus acutus,ECHINIDAE,ECHINOIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Sea urchins, live, fresh or chilled","Other aquatic invertebrates, live, fresh or chilled"
UTJ,,Echinus melo,ECHINIDAE,ECHINOIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Sea urchins, live, fresh or chilled","Other aquatic invertebrates, live, fresh or chilled"
UTQ,Deepsea kina,Echinus multidentatus,ECHINIDAE,ECHINOIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Sea urchins, live, fresh or chilled","Other aquatic invertebrates, live, fresh or chilled"
UCH,Chilean sea urchin,Loxechinus albus,ECHINIDAE,ECHINOIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Sea urchins, live, fresh or chilled","Other aquatic invertebrates, live, fresh or chilled"
UKB,Black sea urchin,Arbacia lixula,ARBACIIDAE,ECHINOIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Sea urchins, live, fresh or chilled","Other aquatic invertebrates, live, fresh or chilled"
UKQ,Purple Pacific sea urchin,Echinometra vanbrunti,ECHINOMETRIDAE,ECHINOIDEA,INVERTEBRATA AQUATICA,Sea-urchins and other echinoderms,"Sea urchins, live, fresh or chilled","Other aquatic invertebrates, live, fresh or chilled"
