3Alpha_Code,Name_En,Scientific_Name,Family,Order,Major_Group,ISSCAAP_Group,CPC_Class,CPC_Group
RHJ,,Rhinoraja longicauda,RAJIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RHE,,Rhinoraja odai,RAJIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DPQ,New Zealand smooth skate,Dipturus innominatus,RAJIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DRJ,Flapper skate,Dipturus intermedius,RAJIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ZRN,New Zealand rough skate,Zearaja nasuta,RAJIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DPV,Yellownose skate,Zearaja chilensis,RAJIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RRW,Rio skate,Rioraja agassizi,RAJIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
QMB,Blotched sand skate,Psammobatis bergi,RAJIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
QMT,Shortfin sand skate,Psammobatis normani,RAJIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
XMB,Psammobatis sand skates nei,Psammobatis spp,RAJIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
YBQ,Smallnose fanskate,Sympterygia bonapartii,RAJIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
YAW,Bignose fanskate,Sympterygia acuta,RAJIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
BVA,,Breviraja atripinna,RAJIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
BVC,Blue ray,Breviraja caerulea,RAJIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
BVO,,Breviraja colesi,RAJIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
BVU,,Breviraja cubensis,RAJIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
BVS,,Breviraja spinosa,RAJIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
JRE,Bigthorn skate,Rajella barnardi,RAJIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RJV,,Rajella kukujevi,RAJIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RAJ,Rays and skates nei,Rajidae,RAJIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
WST,Whip stingray,Dasyatis akajei,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RDA,Southern stingray,Dasyatis americana,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RDN,Plain maskray,Dasyatis annotata,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RDB,Bennett's stingray,Dasyatis bennetti,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RDR,Short-tail stingray,Dasyatis brevicaudata,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RDV,Whiptail stingray,Dasyatis brevis,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RDC,Roughtail stingray,Dasyatis centroura,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RDH,,Dasyatis chrysonota,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RDD,Diamond stingray,Dasyatis dipterura,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RDF,Estuary stingray,Dasyatis fluviorum,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RDG,,Dasyatis garouaensis,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RDJ,Sharpsnout stingray,Dasyatis geijskesi,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RDI,,Dasyatis giganteus,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RDU,Longnose stingray,Dasyatis guttata,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RDK,Blue-spotted stingray,Dasyatis kuhlii,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PLS,Pelagic stingray,Dasyatis violacea,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RDO,Mekong stingray,Dasyatis laosensis,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RDT,,Dasyatis latus,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RDY,Painted maskray,Dasyatis leylandi,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RDL,Longtail stingray,Dasyatis longa,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RDS,Daisy stingray,Dasyatis margarita,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RDE,,Dasyatis margaritella,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RDQ,,Dasyatis marmorata,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
JDM,,Dasyatis matsubarai,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RDP,Smalleye stingray,Dasyatis microps,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
JDP,Common stingray,Dasyatis pastinaca,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
JDR,,Dasyatis rudis,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
JDS,Atlantic stingray,Dasyatis sabina,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
JDY,Bluntnose stingray,Dasyatis say,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
JDT,Thorntail stingray,Dasyatis thetidis,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
JDO,Tortonese's stingray,Dasyatis tortonesei,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RDW,,Dasyatis ukpam,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RDX,,Dasyatis ushiei,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RDZ,Pale-edged stingray,Dasyatis zugei,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
STI,Stingrays nei,Dasyatis spp,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DYP,Cowtail stingray,Pastinachus sephen,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RTB,Round stingray,Taeniura grabata,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RTY,Ribbontail stingray,Taeniura lymma,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RTE,Round ribbontail ray,Taeniura meyeni,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RUA,Porcupine ray,Urogymnus asperrimus,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RUN,Butterfly ray,Urogymnus natalensis,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DHK,,Himantura alcockii,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DHB,Bleeker's whipray,Himantura bleekeri,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DHC,Freshwater whipray,Himantura chaophraya,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DHD,Dragon stingray,Himantura draco,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DHF,Pink whipray,Himantura fai,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DHU,,Himantura fluviatilis,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DHG,Sharpnose stingray,Himantura gerrardi,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DHR,Mangrove whipray,Himantura granulata,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DHM,Scaly whipray,Himantura imbricata,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DHJ,Jenkins whipray,Himantura jenkinsii,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DHE,,Himantura krempfi,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DHN,Blackedge whipray,Himantura marginata,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DHX,Marbled whipray,Himantura oxyrhynchus,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DHP,Pacific chupare,Himantura pacifica,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DHH,Chupare stingray,Himantura schmardae,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DHS,White-rimmed stingray,Himantura signifer,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DHT,Black-spotted whipray,Himantura toshi,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DHV,Honeycomb stingray,Himantura uarnak,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DHL,Leopard whipray,Himantura undulata,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DHW,Dwarf whipray,Himantura walga,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
DKL,,Himantura leoparda,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
STT,"Stingrays, butterfly rays nei",Dasyatidae,DASYATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PPT,,Potamotrygon constellata,POTAMOTRYGONIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PPY,,Potamotrygon hystrix,POTAMOTRYGONIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PPE,,Potamotrygon laticeps,POTAMOTRYGONIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PPM,,Potamotrygon magdalenae,POTAMOTRYGONIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PPR,South Am. freshwater stingray,Potamotrygon motoro,POTAMOTRYGONIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PPI,,Potamotrygon scobina,POTAMOTRYGONIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PPP,,Potamotrygon yepezi,POTAMOTRYGONIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
QEX,S.Am. freshwater stingrays nei,Potamotrygon spp,POTAMOTRYGONIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MAF,Longheaded eagle ray,Aetobatus flagellum,MYLIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MAE,Spotted eagle ray,Aetobatus narinari,MYLIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MAO,Ocellated eagle ray,Aetobatus ocellatus,MYLIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
AQX,,Aetobatus spp,MYLIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MYL,Common eagle ray,Myliobatis aquila,MYLIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MYR,Australian bull ray,Myliobatis australis,MYLIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MYF,Bat eagle ray,Myliobatis californica,MYLIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MYH,,Myliobatis chilensis,MYLIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MYM,Bullnose eagle ray,Myliobatis freminvillei,MYLIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MYO,Southern eagle ray,Myliobatis goodei,MYLIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MYY,Purple eagle ray,Myliobatis hamlyni,MYLIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MYT,Snouted eagle ray,Myliobatis longirostris,MYLIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MYD,Eagle ray,Myliobatis tenuicaudatus,MYLIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MYJ,Japanese eagle ray,Myliobatis tobijei,MYLIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MWX,,Myliobatis spp,MYLIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MPA,Rough eagle ray,Pteromylaeus asperrimus,MYLIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MPO,Bull ray,Pteromylaeus bovinus,MYLIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MRA,Rough cownose ray,Rhinoptera adspersa,MYLIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MRB,Cownose ray,Rhinoptera bonasus,MYLIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MRR,Ticon cownose ray,Rhinoptera brasiliensis,MYLIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MRJ,Flapnose ray,Rhinoptera javanica,MYLIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MRY,Oman cownose ray,Rhinoptera jayakari,MYLIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MRM,Lusitanian cownose ray,Rhinoptera marginata,MYLIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MRN,Australian cownose ray,Rhinoptera neglecta,MYLIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MRS,Pacific cownose ray,Rhinoptera steindachneri,MYLIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
NZX,,Rhinoptera spp,MYLIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RYM,Mottled eagle ray,Aetomylaeus maculatus,MYLIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RYV,,Aetomylaeus milvus,MYLIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RYH,Banded eagle ray,Aetomylaeus niehofii,MYLIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RYE,Ornate eagle ray,Aetomylaeus vespertilio,MYLIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RJX,,Aetomylaeus spp,MYLIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EAG,Eagle rays nei,Myliobatidae,MYLIOBATIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RMA,,Manta alfredi,MOBULIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RMB,Giant manta,Manta birostris,MOBULIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MNT,Manta rays,Manta spp,MOBULIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RMC,,Mobula coilloti,MOBULIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RME,Longhorned mobula,Mobula eregoodootenkee,MOBULIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RMH,Lesser devil ray,Mobula hypostoma,MOBULIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RMJ,Spinetail mobula,Mobula japanica,MOBULIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RMK,Shortfin devil ray,Mobula kuhlii,MOBULIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RMM,Devil fish,Mobula mobular,MOBULIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RMU,Munk's devil ray,Mobula munkiana,MOBULIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RMR,,Mobula robertsi,MOBULIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RMN,Lesser Guinean devil ray,Mobula rochebrunei,MOBULIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RMT,Chilean devil ray,Mobula tarapacana,MOBULIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RMO,Smoothtail mobula,Mobula thurstoni,MOBULIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RMV,Mobula nei,Mobula spp,MOBULIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MAN,"Mantas, devil rays nei",Mobulidae,MOBULIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RGL,Spiny butterfly ray,Gymnura altavela,GYMNURIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RGU,Australian butterfly ray,Gymnura australis,GYMNURIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RGC,Longsnout butterfly ray,Gymnura crebripunctata,GYMNURIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RGJ,Japanese butterflyray,Gymnura japonica,GYMNURIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RGM,California butterfly ray,Gymnura marmorata,GYMNURIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RGI,Smooth butterfly ray,Gymnura micrura,GYMNURIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RGP,Long-tailed butterfly ray,Gymnura poecilura,GYMNURIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
RGT,Tentacled butterfly ray,Gymnura tentaculata,GYMNURIDAE,RAJIFORMES,PISCES,"Sharks, rays, chimaeras","Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
